date_operation,libelle,montant,solde_avt_ope,categ,type,tranche_depense,sens,annee,mois,jour,jour_sem,jour_sem_num,weekend,quart_mois
2023-06-28,CARTE XX XX XX XX XX,-7.12,3609.0899999999997,AUTRE,CARTE,petite,debit,2023,6,28,<built-in method day_name of Timestamp object at 0x7f68fe7f0270>,3,False,4
2023-06-28,CARTE XX XX LES ANCIENS ROBINSON XX,-12.49,3601.97,COURSES,CARTE,petite,debit,2023,6,28,<built-in method day_name of Timestamp object at 0x7f68fe7f0200>,3,False,4
2023-06-30,XX XX VIREMENT XX XX XX,-36.0,3589.48,AUTRE,VIREMENT,petite,debit,2023,6,30,<built-in method day_name of Timestamp object at 0x7f68fe7f0190>,5,False,4
2023-06-30,DON XX XX XX XX XX XX XX,-1.76,3553.48,AUTRE,DON,petite,debit,2023,6,30,<built-in method day_name of Timestamp object at 0x7f68fe7f0120>,5,False,4
2023-06-30,CARTE XX XX LA CCNCF XX XX,-23.85,3551.72,TRANSPORT,CARTE,petite,debit,2023,6,30,<built-in method day_name of Timestamp object at 0x7f68fe7f00b0>,5,False,4
2023-07-03,CARTE XX XX XX XX XX,-19.93,3527.87,AUTRE,CARTE,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7f0040>,1,False,1
2023-07-03,XX XX CARTE XX XX XX,-13.06,3507.94,AUTRE,CARTE,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7eff90>,1,False,1
2023-07-03,CARTE XX XX XX XX,-14.39,3494.88,AUTRE,CARTE,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7eff20>,1,False,1
2023-07-03,CARTE XX XX XX XX,-1.12,3480.49,AUTRE,CARTE,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7efeb0>,1,False,1
2023-07-03,CARTE XX XX XX XX XX,-48.0,3479.37,AUTRE,CARTE,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7efe40>,1,False,1
2023-07-03,CARTE XX XX RAPT XX,-73.0,3431.37,TRANSPORT,CARTE,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7efdd0>,1,False,1
2023-07-03,RETRAIT XX XX XX,-40.0,3358.37,AUTRE,RETRAIT,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7efd60>,1,False,1
2023-07-03,CARTE XX XX RAPT XX,-73.0,3318.37,TRANSPORT,CARTE,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7efcf0>,1,False,1
2023-07-03,CARTE XX XX XX XX XX XX XX XX,-602.27,3245.37,AUTRE,CARTE,grosse,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7efc80>,1,False,1
2023-07-03,CARTE XX XX XX XX,-8.8,2643.1,AUTRE,CARTE,petite,debit,2023,7,3,<built-in method day_name of Timestamp object at 0x7f68fe7efc10>,1,False,1
2023-07-05,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,676.0,2634.3,AUTRE,VIREMENT,(pas une dépense),credit,2023,7,5,<built-in method day_name of Timestamp object at 0x7f68fe7efba0>,3,False,1
2023-07-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,3310.3,COTISATION BANCAIRE,AUTRE,petite,debit,2023,7,6,<built-in method day_name of Timestamp object at 0x7f68fe7efb30>,4,False,1
2023-07-06,CARTE XX XX XX XX XX,-14.62,3308.38,AUTRE,CARTE,petite,debit,2023,7,6,<built-in method day_name of Timestamp object at 0x7f68fe7efac0>,4,False,1
2023-07-06,PRELEVEMENT XX TELEPHONE XX XX,-36.48,3293.76,FACTURE TELEPHONE,AUTRE,petite,debit,2023,7,6,<built-in method day_name of Timestamp object at 0x7f68fe7efa50>,4,False,1
2023-07-07,CARTE XX XX XX XX XX,-29.2,3257.28,AUTRE,CARTE,petite,debit,2023,7,7,<built-in method day_name of Timestamp object at 0x7f68fe7ef9e0>,5,False,1
2023-07-10,CARTE XX XX XX XX LA CCNCF XX,-1.08,3228.08,TRANSPORT,CARTE,petite,debit,2023,7,10,<built-in method day_name of Timestamp object at 0x7f68fe7ef970>,1,False,2
2023-07-10,CARTE XX XX XX XX XX,-9.52,3227.0,AUTRE,CARTE,petite,debit,2023,7,10,<built-in method day_name of Timestamp object at 0x7f68fe7ef900>,1,False,2
2023-07-10,CARTE XX XX XX XX LA CCNCF XX,-1.53,3217.48,TRANSPORT,CARTE,petite,debit,2023,7,10,<built-in method day_name of Timestamp object at 0x7f68fe7ef890>,1,False,2
2023-07-10,CARTE XX XX LA CCNCF XX,-53.1,3215.9500000000003,TRANSPORT,CARTE,petite,debit,2023,7,10,<built-in method day_name of Timestamp object at 0x7f68fe7ef820>,1,False,2
2023-07-11,CARTE XX XX CHEZ LUC XX,-14.4,3162.8500000000004,RESTAURANT,CARTE,petite,debit,2023,7,11,<built-in method day_name of Timestamp object at 0x7f68fe7ef7b0>,2,False,2
2023-07-12,CARTE XX XX XX XX,-8.0,3148.4500000000003,AUTRE,CARTE,petite,debit,2023,7,12,<built-in method day_name of Timestamp object at 0x7f68fe7ef740>,3,False,2
2023-07-13,CARTE XX XX TOUPTIPRI XX,-9.88,3140.4500000000003,COURSES,CARTE,petite,debit,2023,7,13,<built-in method day_name of Timestamp object at 0x7f68fe7ef6d0>,4,False,2
2023-07-15,VIREMENT PERMANENT LOYER,-345.0,3130.57,LOYER,VIREMENT,grosse,debit,2023,7,15,<built-in method day_name of Timestamp object at 0x7f68fe7ef660>,6,False,2
2023-07-19,CARTE XX XX XX XX XX,-4.88,2785.57,AUTRE,CARTE,petite,debit,2023,7,19,<built-in method day_name of Timestamp object at 0x7f68fe7ef5f0>,3,False,3
2023-07-19,CARTE XX XX XX XX,-12.48,2780.69,AUTRE,CARTE,petite,debit,2023,7,19,<built-in method day_name of Timestamp object at 0x7f68fe7ef580>,3,False,3
2023-07-19,CARTE XX XX XX XX,-104.0,2768.21,AUTRE,CARTE,moyenne,debit,2023,7,19,<built-in method day_name of Timestamp object at 0x7f68fe7ef510>,3,False,3
2023-07-20,CARTE XX XX LA CCNCF XX XX,-190.8,2664.21,TRANSPORT,CARTE,moyenne,debit,2023,7,20,<built-in method day_name of Timestamp object at 0x7f68fe7ef4a0>,4,False,3
2023-07-21,CARTE XX XX XX XX XX,-4.8,2473.41,AUTRE,CARTE,petite,debit,2023,7,21,<built-in method day_name of Timestamp object at 0x7f68fe7ef430>,5,False,3
2023-07-21,CARTE XX XX L'EPICERIE DEMBAS XX XX,-6.49,2468.61,AUTRE,CARTE,petite,debit,2023,7,21,<built-in method day_name of Timestamp object at 0x7f68fe7ef3c0>,5,False,3
2023-07-21,CARTE XX XX XX XX,-13.6,2462.12,AUTRE,CARTE,petite,debit,2023,7,21,<built-in method day_name of Timestamp object at 0x7f68fe7ef350>,5,False,3
2023-07-24,CARTE XX XX XX XX XX,-20.8,2448.52,AUTRE,CARTE,petite,debit,2023,7,24,<built-in method day_name of Timestamp object at 0x7f68fe7ef2e0>,1,False,3
2023-07-24,CARTE XX XX CHEZ LUC XX,-9.2,2427.7200000000003,RESTAURANT,CARTE,petite,debit,2023,7,24,<built-in method day_name of Timestamp object at 0x7f68fe7ef270>,1,False,3
2023-07-24,CARTE XX XX XX XX XX,-4.88,2418.52,AUTRE,CARTE,petite,debit,2023,7,24,<built-in method day_name of Timestamp object at 0x7f68fe7ef200>,1,False,3
2023-07-24,CARTE XX XX XX XX XX,-9.6,2413.64,AUTRE,CARTE,petite,debit,2023,7,24,<built-in method day_name of Timestamp object at 0x7f68fe7ef190>,1,False,3
2023-07-24,RETRAIT XX XX XX,-32.0,2404.04,AUTRE,RETRAIT,petite,debit,2023,7,24,<built-in method day_name of Timestamp object at 0x7f68fe7ef120>,1,False,3
2023-07-24,CARTE XX XX XX XX XX XX,-4.8,2372.04,AUTRE,CARTE,petite,debit,2023,7,24,<built-in method day_name of Timestamp object at 0x7f68fe7ef0b0>,1,False,3
2023-07-25,VIREMENT XX XX XX XX XX XX XX,1071.6,2367.24,AUTRE,VIREMENT,(pas une dépense),credit,2023,7,25,<built-in method day_name of Timestamp object at 0x7f68fe7ef040>,2,False,4
2023-07-25,CARTE XX XX LES ANCIENS ROBINSON XX,-60.16,3438.84,COURSES,CARTE,petite,debit,2023,7,25,<built-in method day_name of Timestamp object at 0x7f68fe7eef90>,2,False,4
2023-07-26,CARTE XX XX L'EPICERIE DEMBAS XX XX,-7.54,3378.68,AUTRE,CARTE,petite,debit,2023,7,26,<built-in method day_name of Timestamp object at 0x7f68fe7eef20>,3,False,4
2023-07-27,CARTE XX XX L'EPICERIE DEMBAS XX XX,-8.14,3371.14,AUTRE,CARTE,petite,debit,2023,7,27,<built-in method day_name of Timestamp object at 0x7f68fe7eeeb0>,4,False,4
2023-07-28,CARTE XX XX L'EPICERIE DEMBAS XX XX,-11.2,3363.0,AUTRE,CARTE,petite,debit,2023,7,28,<built-in method day_name of Timestamp object at 0x7f68fe7eee40>,5,False,4
2023-07-31,CARTE XX XX LES ANCIENS ROBINSON XX,-0.94,3351.7999999999997,COURSES,CARTE,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eedd0>,1,False,4
2023-07-31,CARTE XX XX XX XX XX XX,-8.0,3350.8599999999997,AUTRE,CARTE,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eed60>,1,False,4
2023-07-31,CARTE XX XX XX XX XX XX XX,-32.44,3342.8599999999997,AUTRE,CARTE,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eecf0>,1,False,4
2023-07-31,DON XX XX XX XX XX XX XX,-1.44,3310.4199999999996,AUTRE,DON,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eec80>,1,False,4
2023-07-31,XX XX VIREMENT XX XX XX,-36.0,3308.9799999999996,AUTRE,VIREMENT,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eec10>,1,False,4
2023-07-31,CARTE XX XX XX XX XX,-9.78,3272.9799999999996,AUTRE,CARTE,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eeba0>,1,False,4
2023-07-31,CARTE XX XX XX XX XX XX,-2.4,3263.2,AUTRE,CARTE,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eeb30>,1,False,4
2023-07-31,CARTE XX XX XX XX XX XX,-2.4,3260.7999999999997,AUTRE,CARTE,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eeac0>,1,False,4
2023-07-31,CARTE XX XX LA LOUVE XX XX,-23.43,3258.3999999999996,COURSES,CARTE,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7eea50>,1,False,4
2023-07-31,CARTE XX XX XX XX,-18.4,3234.9699999999993,AUTRE,CARTE,petite,debit,2023,7,31,<built-in method day_name of Timestamp object at 0x7f68fe7ee9e0>,1,False,4
2023-08-01,CARTE XX XX L'EPICERIE DEMBAS XX XX,-9.82,3216.5699999999993,AUTRE,CARTE,petite,debit,2023,8,1,<built-in method day_name of Timestamp object at 0x7f68fe7ee970>,2,False,1
2023-08-02,CARTE XX XX RAPT XX,-75.2,3206.7499999999995,TRANSPORT,CARTE,petite,debit,2023,8,2,<built-in method day_name of Timestamp object at 0x7f68fe7ee900>,3,False,1
2023-08-03,CARTE XX XX L'EPICERIE DEMBAS XX XX,-10.51,3131.5499999999993,AUTRE,CARTE,petite,debit,2023,8,3,<built-in method day_name of Timestamp object at 0x7f68fe7ee890>,4,False,1
2023-08-03,CARTE XX XX XX XX,-14.39,3121.0399999999995,AUTRE,CARTE,petite,debit,2023,8,3,<built-in method day_name of Timestamp object at 0x7f68fe7ee820>,4,False,1
2023-08-03,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,676.0,3106.649999999999,AUTRE,VIREMENT,(pas une dépense),credit,2023,8,3,<built-in method day_name of Timestamp object at 0x7f68fe7ee7b0>,4,False,1
2023-08-03,CARTE XX XX CHEZ LUC XX,-10.2,3782.6499999999996,RESTAURANT,CARTE,petite,debit,2023,8,3,<built-in method day_name of Timestamp object at 0x7f68fe7ee740>,4,False,1
2023-08-04,CARTE XX XX XX XX XX,-17.2,3772.45,AUTRE,CARTE,petite,debit,2023,8,4,<built-in method day_name of Timestamp object at 0x7f68fe7ee6d0>,5,False,1
2023-08-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,3755.25,COTISATION BANCAIRE,AUTRE,petite,debit,2023,8,6,<built-in method day_name of Timestamp object at 0x7f68fe7ee660>,7,False,1
2023-08-07,CARTE XX XX XX XX XX XX,-2.0,3753.33,AUTRE,CARTE,petite,debit,2023,8,7,<built-in method day_name of Timestamp object at 0x7f68fe7ee5f0>,1,False,1
2023-08-07,CARTE XX XX LES ANCIENS ROBINSON XX,-21.73,3751.33,COURSES,CARTE,petite,debit,2023,8,7,<built-in method day_name of Timestamp object at 0x7f68fe7ee580>,1,False,1
2023-08-07,CARTE XX XX XX XX XX,-10.88,3729.6,AUTRE,CARTE,petite,debit,2023,8,7,<built-in method day_name of Timestamp object at 0x7f68fe7ee510>,1,False,1
2023-08-07,CARTE XX XX XX XX XX,-1.6,3718.72,AUTRE,CARTE,petite,debit,2023,8,7,<built-in method day_name of Timestamp object at 0x7f68fe7ee4a0>,1,False,1
2023-08-07,PRELEVEMENT XX TELEPHONE XX XX,-7.46,3717.12,FACTURE TELEPHONE,AUTRE,petite,debit,2023,8,7,<built-in method day_name of Timestamp object at 0x7f68fe7ee430>,1,False,1
2023-08-07,CARTE XX XX XX XX XX,-1.6,3709.66,AUTRE,CARTE,petite,debit,2023,8,7,<built-in method day_name of Timestamp object at 0x7f68fe7ee3c0>,1,False,1
2023-08-08,CARTE XX XX L'EPICERIE DEMBAS XX XX,-7.54,3708.06,AUTRE,CARTE,petite,debit,2023,8,8,<built-in method day_name of Timestamp object at 0x7f68fe7ee350>,2,False,1
2023-08-08,CARTE XX XX XX XX XX XX XX XX,-0.96,3700.52,AUTRE,CARTE,petite,debit,2023,8,8,<built-in method day_name of Timestamp object at 0x7f68fe7ee2e0>,2,False,1
2023-08-08,CARTE XX XX XX XX XX XX XX XX,-1.19,3699.56,AUTRE,CARTE,petite,debit,2023,8,8,<built-in method day_name of Timestamp object at 0x7f68fe7ee270>,2,False,1
2023-08-08,CARTE XX XX XX XX XX XX XX XX,-0.96,3698.37,AUTRE,CARTE,petite,debit,2023,8,8,<built-in method day_name of Timestamp object at 0x7f68fe7ee200>,2,False,1
2023-08-09,CARTE XX XX XX XX XX,-8.0,3697.41,AUTRE,CARTE,petite,debit,2023,8,9,<built-in method day_name of Timestamp object at 0x7f68fe7ee190>,3,False,2
2023-08-10,CARTE XX XX XX XX XX XX XX XX,-3.28,3689.41,AUTRE,CARTE,petite,debit,2023,8,10,<built-in method day_name of Timestamp object at 0x7f68fe7ee120>,4,False,2
2023-08-14,CARTE XX XX XX XX XX XX,-2.4,3686.1299999999997,AUTRE,CARTE,petite,debit,2023,8,14,<built-in method day_name of Timestamp object at 0x7f68fe7ee0b0>,1,False,2
2023-08-14,CARTE XX XX XX XX XX XX,-3.2,3683.7299999999996,AUTRE,CARTE,petite,debit,2023,8,14,<built-in method day_name of Timestamp object at 0x7f68fe7ee040>,1,False,2
2023-08-14,CARTE XX XX XX XX XX XX,-4.0,3680.5299999999997,AUTRE,CARTE,petite,debit,2023,8,14,<built-in method day_name of Timestamp object at 0x7f68fe775890>,1,False,2
2023-08-14,CARTE XX XX CHEZ LUC XX,-10.4,3676.5299999999997,RESTAURANT,CARTE,petite,debit,2023,8,14,<built-in method day_name of Timestamp object at 0x7f68fe775820>,1,False,2
2023-08-14,CARTE XX XX XX XX XX,-17.44,3666.1299999999997,AUTRE,CARTE,petite,debit,2023,8,14,<built-in method day_name of Timestamp object at 0x7f68fe7757b0>,1,False,2
2023-08-14,CARTE XX XX XX XX,-11.7,3648.6899999999996,AUTRE,CARTE,petite,debit,2023,8,14,<built-in method day_name of Timestamp object at 0x7f68fe775740>,1,False,2
2023-08-15,VIREMENT PERMANENT LOYER,-345.0,3636.99,LOYER,VIREMENT,grosse,debit,2023,8,15,<built-in method day_name of Timestamp object at 0x7f68fe7756d0>,2,False,2
2023-08-16,CARTE XX XX XX XX XX,-23.2,3291.99,AUTRE,CARTE,petite,debit,2023,8,16,<built-in method day_name of Timestamp object at 0x7f68fe775660>,3,False,2
2023-08-16,CARTE XX XX XX XX XX,-3.92,3268.7899999999995,AUTRE,CARTE,petite,debit,2023,8,16,<built-in method day_name of Timestamp object at 0x7f68fe7755f0>,3,False,2
2023-08-16,CARTE XX XX XX XX XX XX,-53.76,3264.8699999999994,AUTRE,CARTE,petite,debit,2023,8,16,<built-in method day_name of Timestamp object at 0x7f68fe775580>,3,False,2
2023-08-17,CARTE XX XX XX XX XX XX,-2.0,3211.1099999999997,AUTRE,CARTE,petite,debit,2023,8,17,<built-in method day_name of Timestamp object at 0x7f68fe775510>,4,False,3
2023-08-17,CARTE XX XX XX XX XX XX,-2.0,3209.1099999999997,AUTRE,CARTE,petite,debit,2023,8,17,<built-in method day_name of Timestamp object at 0x7f68fe7754a0>,4,False,3
2023-08-17,CARTE XX XX XX XX XX XX,-0.8,3207.1099999999997,AUTRE,CARTE,petite,debit,2023,8,17,<built-in method day_name of Timestamp object at 0x7f68fe775430>,4,False,3
2023-08-17,CARTE XX XX LES ANCIENS ROBINSON XX,-28.11,3206.3099999999995,COURSES,CARTE,petite,debit,2023,8,17,<built-in method day_name of Timestamp object at 0x7f68fe7753c0>,4,False,3
2023-08-18,CARTE XX XX XX XX XX XX,-2.4,3178.2,AUTRE,CARTE,petite,debit,2023,8,18,<built-in method day_name of Timestamp object at 0x7f68fe775350>,5,False,3
2023-08-18,CARTE XX XX XX XX,-4.79,3175.7999999999997,AUTRE,CARTE,petite,debit,2023,8,18,<built-in method day_name of Timestamp object at 0x7f68fe7752e0>,5,False,3
2023-08-21,CARTE XX XX XX XX XX,-1.68,3171.0099999999998,AUTRE,CARTE,petite,debit,2023,8,21,<built-in method day_name of Timestamp object at 0x7f68fe775270>,1,False,3
2023-08-21,CARTE XX XX CHEZ LUC XX,-12.84,3169.3299999999995,RESTAURANT,CARTE,petite,debit,2023,8,21,<built-in method day_name of Timestamp object at 0x7f68fe775200>,1,False,3
2023-08-21,CARTE XX XX XX XX XX,-7.12,3156.49,AUTRE,CARTE,petite,debit,2023,8,21,<built-in method day_name of Timestamp object at 0x7f68fe775190>,1,False,3
2023-08-21,CARTE XX XX XX XX XX,-10.23,3149.37,AUTRE,CARTE,petite,debit,2023,8,21,<built-in method day_name of Timestamp object at 0x7f68fe775120>,1,False,3
2023-08-22,CARTE XX XX XX XX XX,-3.78,3139.14,AUTRE,CARTE,petite,debit,2023,8,22,<built-in method day_name of Timestamp object at 0x7f68fe7750b0>,2,False,3
2023-08-22,CARTE XX XX XX XX XX,-0.8,3135.3599999999997,AUTRE,CARTE,petite,debit,2023,8,22,<built-in method day_name of Timestamp object at 0x7f68fe775040>,2,False,3
2023-08-22,CARTE XX XX LES ANCIENS ROBINSON XX,-10.91,3134.56,COURSES,CARTE,petite,debit,2023,8,22,<built-in method day_name of Timestamp object at 0x7f68fe775900>,2,False,3
2023-08-24,CARTE XX XX L'EPICERIE DEMBAS XX XX,-11.97,3123.6499999999996,AUTRE,CARTE,petite,debit,2023,8,24,<built-in method day_name of Timestamp object at 0x7f68fe775970>,4,False,3
2023-08-25,CARTE XX XX VELOC XX XX,-5.0,3111.68,TRANSPORT,CARTE,petite,debit,2023,8,25,<built-in method day_name of Timestamp object at 0x7f68fe7759e0>,5,False,4
2023-08-25,CARTE XX XX XX XX,-2.01,3106.68,AUTRE,CARTE,petite,debit,2023,8,25,<built-in method day_name of Timestamp object at 0x7f68fe775a50>,5,False,4
2023-08-25,CARTE XX XX XX XX XX,-6.4,3104.6699999999996,AUTRE,CARTE,petite,debit,2023,8,25,<built-in method day_name of Timestamp object at 0x7f68fe775ac0>,5,False,4
2023-08-28,CARTE XX XX XX XX XX,-9.8,3098.2699999999995,AUTRE,CARTE,petite,debit,2023,8,28,<built-in method day_name of Timestamp object at 0x7f68fe775b30>,1,False,4
2023-08-28,CARTE XX XX LA LOUVE XX XX,-29.18,3088.47,COURSES,CARTE,petite,debit,2023,8,28,<built-in method day_name of Timestamp object at 0x7f68fe775ba0>,1,False,4
2023-08-28,RETRAIT XX XX XX,-32.0,3059.2899999999995,AUTRE,RETRAIT,petite,debit,2023,8,28,<built-in method day_name of Timestamp object at 0x7f68fe775c10>,1,False,4
2023-08-28,CARTE XX XX XX XX XX XX,-43.6,3027.2899999999995,AUTRE,CARTE,petite,debit,2023,8,28,<built-in method day_name of Timestamp object at 0x7f68fe775c80>,1,False,4
2023-08-28,CARTE XX XX XX XX XX,-12.0,2983.6899999999996,AUTRE,CARTE,petite,debit,2023,8,28,<built-in method day_name of Timestamp object at 0x7f68fe775cf0>,1,False,4
2023-08-29,CARTE XX XX XX XX,-2.45,2971.6899999999996,AUTRE,CARTE,petite,debit,2023,8,29,<built-in method day_name of Timestamp object at 0x7f68fe775d60>,2,False,4
2023-08-31,CARTE XX XX XX XX XX,-2.44,2969.24,AUTRE,CARTE,petite,debit,2023,8,31,<built-in method day_name of Timestamp object at 0x7f68fe775dd0>,4,False,4
2023-08-31,DON XX XX XX XX XX XX XX,-2.28,2966.7999999999997,AUTRE,DON,petite,debit,2023,8,31,<built-in method day_name of Timestamp object at 0x7f68fe775e40>,4,False,4
2023-08-31,CARTE XX XX LA LOUVE XX XX,-26.19,2964.5199999999995,COURSES,CARTE,petite,debit,2023,8,31,<built-in method day_name of Timestamp object at 0x7f68fe775eb0>,4,False,4
2023-08-31,XX XX VIREMENT XX XX XX,-36.0,2938.3299999999995,AUTRE,VIREMENT,petite,debit,2023,8,31,<built-in method day_name of Timestamp object at 0x7f68fe775f20>,4,False,4
2023-09-04,CARTE XX XX XX XX,-3.6,2902.3299999999995,AUTRE,CARTE,petite,debit,2023,9,4,<built-in method day_name of Timestamp object at 0x7f68fe775f90>,1,False,1
2023-09-04,CARTE XX XX XX XX,-14.39,2898.7299999999996,AUTRE,CARTE,petite,debit,2023,9,4,<built-in method day_name of Timestamp object at 0x7f68fe774f90>,1,False,1
2023-09-04,CARTE XX XX CHEZ LUC XX,-10.4,2884.3399999999997,RESTAURANT,CARTE,petite,debit,2023,9,4,<built-in method day_name of Timestamp object at 0x7f68fe774f20>,1,False,1
2023-09-04,CARTE XX XX RAPT XX,-75.2,2873.9399999999996,TRANSPORT,CARTE,petite,debit,2023,9,4,<built-in method day_name of Timestamp object at 0x7f68fe774eb0>,1,False,1
2023-09-04,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,676.0,2798.7399999999993,AUTRE,VIREMENT,(pas une dépense),credit,2023,9,4,<built-in method day_name of Timestamp object at 0x7f68fe774e40>,1,False,1
2023-09-04,CARTE XX XX TOUPTIPRI XX,-13.59,3474.7399999999993,COURSES,CARTE,petite,debit,2023,9,4,<built-in method day_name of Timestamp object at 0x7f68fe774dd0>,1,False,1
2023-09-05,CARTE XX XX XX XX XX,-0.8,3461.1499999999996,AUTRE,CARTE,petite,debit,2023,9,5,<built-in method day_name of Timestamp object at 0x7f68fe774d60>,2,False,1
2023-09-05,CARTE XX XX XX XX XX,-6.39,3460.3499999999995,AUTRE,CARTE,petite,debit,2023,9,5,<built-in method day_name of Timestamp object at 0x7f68fe774cf0>,2,False,1
2023-09-05,PRELEVEMENT XX TELEPHONE XX XX,-6.38,3453.9599999999996,FACTURE TELEPHONE,AUTRE,petite,debit,2023,9,5,<built-in method day_name of Timestamp object at 0x7f68fe774c80>,2,False,1
2023-09-06,CARTE XX XX L'EPICERIE DEMBAS XX XX,-11.12,3447.5799999999995,AUTRE,CARTE,petite,debit,2023,9,6,<built-in method day_name of Timestamp object at 0x7f68fe774c10>,3,False,1
2023-09-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,3436.4599999999996,COTISATION BANCAIRE,AUTRE,petite,debit,2023,9,6,<built-in method day_name of Timestamp object at 0x7f68fe774ba0>,3,False,1
2023-09-07,CARTE XX XX XX XX,-11.2,3434.5399999999995,AUTRE,CARTE,petite,debit,2023,9,7,<built-in method day_name of Timestamp object at 0x7f68fe774b30>,4,False,1
2023-09-08,CARTE XX XX XX XX XX,-0.8,3423.3399999999992,AUTRE,CARTE,petite,debit,2023,9,8,<built-in method day_name of Timestamp object at 0x7f68fe774ac0>,5,False,1
2023-09-08,CARTE XX XX L'EPICERIE DEMBAS XX XX,-5.57,3422.5399999999995,AUTRE,CARTE,petite,debit,2023,9,8,<built-in method day_name of Timestamp object at 0x7f68fe774a50>,5,False,1
2023-09-08,CARTE XX XX XX XX XX XX,-4.0,3416.9699999999993,AUTRE,CARTE,petite,debit,2023,9,8,<built-in method day_name of Timestamp object at 0x7f68fe7749e0>,5,False,1
2023-09-11,CARTE XX XX XX XX,-9.6,3412.9699999999993,AUTRE,CARTE,petite,debit,2023,9,11,<built-in method day_name of Timestamp object at 0x7f68fe774970>,1,False,2
2023-09-11,CARTE XX XX XX XX XX XX,-1.44,3403.3699999999994,AUTRE,CARTE,petite,debit,2023,9,11,<built-in method day_name of Timestamp object at 0x7f68fe774900>,1,False,2
2023-09-11,CARTE XX XX XX XX XX XX,-1.44,3401.9299999999994,AUTRE,CARTE,petite,debit,2023,9,11,<built-in method day_name of Timestamp object at 0x7f68fe774890>,1,False,2
2023-09-11,CARTE XX XX TOUPTIPRI XX,-9.6,3400.4899999999993,COURSES,CARTE,petite,debit,2023,9,11,<built-in method day_name of Timestamp object at 0x7f68fe774820>,1,False,2
2023-09-11,CARTE XX XX XX XX,-12.0,3390.8899999999994,AUTRE,CARTE,petite,debit,2023,9,11,<built-in method day_name of Timestamp object at 0x7f68fe7747b0>,1,False,2
2023-09-12,CARTE XX XX L'EPICERIE DEMBAS XX XX,-19.61,3378.8899999999994,AUTRE,CARTE,petite,debit,2023,9,12,<built-in method day_name of Timestamp object at 0x7f68fe774740>,2,False,2
2023-09-12,CARTE XX XX XX XX XX,-4.0,3359.2799999999997,AUTRE,CARTE,petite,debit,2023,9,12,<built-in method day_name of Timestamp object at 0x7f68fe7746d0>,2,False,2
2023-09-12,CARTE XX XX LA CCNCF XX XX,-11.25,3355.2799999999997,TRANSPORT,CARTE,petite,debit,2023,9,12,<built-in method day_name of Timestamp object at 0x7f68fe774660>,2,False,2
2023-09-14,CARTE XX XX LA CCNCF XX,-47.61,3344.0299999999997,TRANSPORT,CARTE,petite,debit,2023,9,14,<built-in method day_name of Timestamp object at 0x7f68fe7745f0>,4,False,2
2023-09-15,VIREMENT XX XX XX XX XX XX XX XX XX,39.82,3296.4199999999996,AUTRE,VIREMENT,(pas une dépense),credit,2023,9,15,<built-in method day_name of Timestamp object at 0x7f68fe774580>,5,False,2
2023-09-15,VIREMENT PERMANENT LOYER,-345.0,3336.24,LOYER,VIREMENT,grosse,debit,2023,9,15,<built-in method day_name of Timestamp object at 0x7f68fe774510>,5,False,2
2023-09-18,CARTE XX XX XX XX,-1.6,2991.24,AUTRE,CARTE,petite,debit,2023,9,18,<built-in method day_name of Timestamp object at 0x7f68fe7744a0>,1,False,3
2023-09-18,CARTE XX XX LA LOUVE XX XX,-20.59,2989.64,COURSES,CARTE,petite,debit,2023,9,18,<built-in method day_name of Timestamp object at 0x7f68fe774430>,1,False,3
2023-09-18,CARTE XX XX XX XX XX,-5.2,2969.0499999999997,AUTRE,CARTE,petite,debit,2023,9,18,<built-in method day_name of Timestamp object at 0x7f68fe7743c0>,1,False,3
